injuryID,date,playerName,description
2924,4/17/97,Gerald Wilkins,flu (DNP)
2925,4/17/97,Kevin Edwards,upset stomach (DNP)
2926,4/17/97,Bryant Stith,bone spur in left foot (DNP)
2927,4/17/97,Carlos Rogers,strained right hamstring (DNP)
2928,4/17/97,Mario Elie,tendinitis in both knees (DTD)
2929,4/17/97,Nate McMillan,sore right knee (DNP)
2930,4/17/97,Charles Smith (Daniel),right knee injury (DTD)
2931,4/17/97,Mark Price,right knee tendinitis (DNP)
2932,4/17/97,Ray Owes,ill (DNP)
2933,4/18/97,Derrick Coleman,bruised left calf (DTD)
2934,4/18/97,Scott Williams,strained left shoulder (DNP)
2935,4/18/97,Gheorghe Muresan,lower back strain (DNP)
2936,4/18/97,Eric Williams,bruised right knee (DNP)
2937,4/18/97,Rick Fox,sore right knee (DNP)
2938,4/18/97,P.J. Brown,lacerated finger (left game)
2939,4/18/97,Dell Curry,strained right calf (DNP)
2940,4/18/97,Matt Geiger,stiff back (DNP)
2941,4/18/97,Tyrone Bogues / Muggsy Bogues,strained right hamstring (DNP)
2942,4/18/97,Gerald Wilkins,flu (DNP)
2943,4/18/97,Horace Grant,bruised right hip (DNP)
2944,4/18/97,Chris Gatling,ear infection (DNP)
2945,4/18/97,Sam Cassell,pulled left hamstring (DNP)
2946,4/18/97,Joe Dumars,sore hamstrings (DNP)
2947,4/18/97,Carlos Rogers,strained right hamstring (DNP)
2948,4/18/97,Monty Williams,right mid-foot strain (DNP)
2949,4/18/97,Wesley Person,flu (DNP)
2950,4/19/97,Derrick Coleman,bruised left calf (DTD)
2951,4/19/97,Scott Williams,strained left shoulder (DNP)
2952,4/19/97,Lawrence Moten,stomach flu (DNP)
2953,4/19/97,Alonzo Mourning,DNP
2954,4/19/97,Tim Hardaway Sr.,DNP
2955,4/19/97,Dell Curry,strained left calf (DNP)
2956,4/19/97,Tyrone Bogues / Muggsy Bogues,strained right hamstring (DNP)
2957,4/19/97,Billy Owens,strained lower back (DNP)
2958,4/19/97,Brian Grant,sprained left knee (DNP)
2959,4/19/97,Mitch Richmond,bruised right quadriceps (DNP)
2960,4/19/97,Horace Grant,bruised right hip (DNP)
2961,4/19/97,Rony Seikaly,sprained right ankle (DNP)
2962,4/19/97,Chris Gatling,ear infection (DNP)
2963,4/19/97,Danny Manning,injured right foot (DNP)
2964,4/19/97,Latrell Sprewell,sprained right ankle (DNP)
2965,4/20/97,Eric Williams,bruised right knee (DNP)
2966,4/20/97,Rick Fox,sore right heel (DNP)
2967,4/20/97,Matt Geiger,stiff back (DNP)
2968,4/20/97,Billy Owens,strained lower back (DNP)
2969,4/20/97,Mitch Richmond,bruised right quadriceps (DNP)
2970,4/20/97,Sam Cassell,pulled left hamstring (DNP)
2971,4/20/97,Joe Dumars,sore hamstrings (DNP)
2972,4/20/97,Carlos Rogers,strained right hamstring (DNP)
2973,4/20/97,Mario Elie,tendinitis in both knees (DTD)
2974,4/20/97,Monty Williams,sprained right foot (DNP)
2975,4/22/97,Glenn Robinson,surgery on left ankle and foot to remove bone spurs
2976,4/23/97,Horace Grant,sprained right wrist (DTD)
2977,4/24/97,Horace Grant,sprained right wrist (DNP)
2978,4/26/97,Tyrone Bogues / Muggsy Bogues,strained right hamstring (DNP)
2979,4/27/97,Horace Grant,sprained right wrist (DNP)
2980,4/29/97,Corie Blount,sprained right shoulder (out at least 5 days)
2981,4/29/97,Horace Grant,sprained right wrist (DNP)
2982,4/30/97,Corie Blount,sprained right shoulder (DNP)
2983,4/30/97,Rony Seikaly,torn ligament in right foot (out at least 6 weeks)
2984,5/1/97,Corie Blount,sprained right shoulder (DNP)
2985,5/1/97,Horace Grant,sprained right wrist (DNP)
2986,5/1/97,Rony Seikaly,torn ligament in right foot (DNP)
2987,5/1/97,Kurt Thomas,fractured right ankle (date approximate)
2988,5/1/97,Nate McMillan,partially torn meniscus in right knee (DNP)
2989,5/3/97,Corie Blount,shoulder injury (DTD)
2990,5/3/97,Nate McMillan,partially torn meniscus in right knee (DNP)
2991,5/4/97,Corie Blount,sprained right shoulder (DNP)
2992,5/4/97,Horace Grant,sprained right wrist (DNP)
2993,5/4/97,Rony Seikaly,torn ligament in right foot (DNP)
2994,5/5/97,Nate McMillan,partially torn meniscus in right knee (DNP)
2995,5/7/97,Greg Ostertag,sprained left knee (left game)
2996,5/7/97,Nate McMillan,partially torn meniscus in right knee (DNP)
2997,5/9/97,Nate McMillan,partially torn meniscus in right knee (DNP)
2998,5/11/97,Nate McMillan,partially torn meniscus in right knee (DNP)
2999,5/13/97,Tim Legler,arthroscopic surgery on right knee to correct medial meniscus and clean loose cartilage
3000,5/13/97,Nate McMillan,partially torn meniscus in right knee (DNP)
3001,5/15/97,Nate McMillan,partially torn meniscus in right knee (DNP)
3002,5/16/97,Anthony Mason Sr.,surgery to repair injured second toe on left foot
3003,5/17/97,Nate McMillan,partially torn meniscus in right knee (DNP)
3004,5/24/97,Terry Mills,surgery on knee to remove loose cartilage
3005,5/28/97,Scottie Pippen,sprained left ankle
3006,5/29/97,Scottie Pippen,sprained left ankle (DTD)
3007,5/29/97,Kurt Thomas,surgery on right ankle to have bone graft and insert screws
3008,5/30/97,Nate McMillan,surgery on right knee to repair partially torn meniscus
3009,6/1/97,Scottie Pippen,sprained left ankle (missed practice)
3010,6/2/97,Allan Houston,surgery on right wrist to repair partially torn ligaments
3011,6/4/97,John Starks,surgery on left middle finger to repair ligaments
3012,6/5/97,Vlade Divac,surgery on left wrist to repair torn ligaments (out indefinitely)
3013,7/18/97,Adonal Foyle,broken left foot
3014,7/23/97,Adonal Foyle,surgery to repair broken bone in left foot
3015,7/26/97,Sharone Wright,broken left arm in 4 places and broken collarbone in car accident
3016,7/29/97,Sharone Wright,surgery to have 2 metal plates inserted into upper left arm
3017,8/1/97,Charlie Ward,stress fracture in lower right leg (date approximate)
3018,8/14/97,Rex Chapman,surgery on broken right wrist to insert screw
3019,8/30/97,Shawn Respert,broken left wrist (out 4-6 weeks)
3020,9/3/97,Antonio Davis,arthroscopic surgery on left knee to repair torn cartilage (out 7-10 days)
3021,9/5/97,Detlef Schrempf,surgery on left hand to repair broken third metacarpal bone (out 6-8 weeks)
3022,9/28/97,Alonzo Mourning,surgery on left knee to repair partially torn patella tendon (out 8-12 weeks)
3023,10/1/97,Tony Battie,back spasms (DNP)
3024,10/3/97,Andrew Lang,torn flexor tendon in right ring finger
3025,10/5/97,Mookie Blaylock,broken left ring finger
3026,10/5/97,John Long,broken jaw (out 6 weeks)
3027,10/6/97,Andrew Lang,surgery on finger to repair torn flexor tendon in right ring finger (out 6-8 weeks)
3028,10/7/97,Scottie Pippen,surgery on left foot (out 2-3 months)
3029,10/7/97,Nick Van Exel,bone bruise on left knee (missed pre-season games)
3030,10/9/97,Loren Meyer,surgery to repair herniated disc in back (out at least 3 months)
3031,10/10/97,Austin Croshere,broken left hand (out 6 weeks)
3032,10/13/97,Chris Childs,minimally displaced fracture of left eye orbit bone (out at least 1 week)
3033,10/14/97,John Stockton,arthroscopic surgery on left knee to remove loose cartilage (out indefinitely)
3034,10/16/97,Erick Strickland,sprained ligaments in right ankle (out 6 weeks)
3035,10/17/97,Robert Pack,broken finger on right hand
3036,10/18/97,Ace Custis,torn ACL in knee (out for season)
3037,10/18/97,Eddie Johnson (Arnet),right calf strain (DTD)
3038,10/19/97,Michael Jordan (J.),surgery for ingrown toenails (out 5-7 days)
3039,10/24/97,Jim McIlvaine,sore right ankle
3040,10/25/97,Robert Pack,surgery on broken finger (out 6-8 weeks)
3041,10/25/97,Keith Van Horn,sprained right ankle
3042,10/28/97,Shaquille O'Neal,abdominal strain (DNP)
3043,10/28/97,George McCloud,deep knee bruise (DNP)
3044,10/29/97,Keith Van Horn,torn tendon in right ankle (out 2-3 weeks)
3045,10/30/97,Shaquille O'Neal,abdominal strain (DNP)
3046,10/31/97,Eric Piatkowski,flu (DNP)
3047,10/31/97,Bobby Phills,sprained right ankle (DNP)
3048,10/31/97,Elden Campbell,neck spasms (DNP)
3049,10/31/97,Mario Bennett,flu (DNP)
3050,10/31/97,Shaquille O'Neal,abdominal strain (DNP)
3051,10/31/97,Erick Strickland,sprained right ankle (DNP)
3052,10/31/97,Kurt Thomas,swollen ankle (DNP)
3053,10/31/97,Keith Van Horn,sprained right ankle (DNP)
3054,10/31/97,Kerry Kittles,strained left groin (DNP)
3055,10/31/97,Jim McIlvaine,flu (DNP)
3056,10/31/97,Cedric Ceballos,DNP
3057,10/31/97,George McCloud,concussion (DNP)
3058,11/1/97,Bobby Phills,sprained right ankle (DNP)
3059,11/1/97,Erick Strickland,sprained right ankle (DNP)
3060,11/1/97,Kurt Thomas,swollen ankle (DNP)
3061,11/1/97,Keith Van Horn,sprained right ankle (DNP)
3062,11/1/97,Kerry Kittles,strained left groin (DNP)
3063,11/1/97,Lucious Harris,broken right hand
3064,11/1/97,Tony Battie,lower back spasms (DNP)
3065,11/1/97,Aaron Williams,bruised left knee
3066,11/3/97,Bobby Phills,sprained right ankle (DNP)
3067,11/4/97,Erick Strickland,sprained right ankle (DNP)
3068,11/4/97,Walt Williams,sprained back (DNP)
3069,11/5/97,Bobby Phills,sprained right ankle (DNP)
3070,11/5/97,Derek Harper,bruised right quadriceps (DNP)
3071,11/5/97,Erick Strickland,sprained right ankle (DNP)
3072,11/5/97,Keith Van Horn,sprained right ankle (DNP)
3073,11/5/97,Kerry Kittles,strained left groin (DNP)
3074,11/6/97,Doug Overton,bruised left eye (DNP)
3075,11/6/97,Ervin Johnson,back spasms (DNP)
3076,11/6/97,Lucious Harris,surgery on broken right hand to insert two pins in fourth metacarpal
3077,11/6/97,Tracy McGrady,sprained left ankle (DNP)
3078,11/6/97,Sam Perkins,bruised right knee (DNP)
3079,11/7/97,Bob Sura,sore left ankle (DNP)
3080,11/7/97,Loy Vaught,DNP
3081,11/7/97,Bobby Phills,sprained right ankle (DNP)
3082,11/7/97,Bobby Hurley,strained left abductor (DNP)
3083,11/7/97,Michael Smith (John) (Providence),fractured right wrist (out 8-12 weeks)
3084,11/7/97,Derek Harper,bruised right quadriceps (DNP)
3085,11/7/97,Nick Anderson,jammed left thumb (DTD)
3086,11/7/97,Keith Van Horn,sprained right ankle (DNP)
3087,11/7/97,Lucious Harris,broken right hand (DNP)
3088,11/7/97,Fred Hoiberg,sprained right ankle (DNP)
3089,11/7/97,Sam Perkins,bruised right knee (DNP)
3090,11/8/97,Bob Sura,sore left ankle (DNP)
3091,11/8/97,Dan Majerle,stiff/sore lower back (DNP)
3092,11/8/97,Bobby Phills,sprained right ankle (DNP)
3093,11/8/97,Derek Harper,bruised right quadriceps (DNP)
3094,11/8/97,Nick Anderson,jammed left thumb (DNP)
3095,11/8/97,Keith Van Horn,sprained right ankle (DNP)
3096,11/8/97,Lucious Harris,broken right hand (DNP)
3097,11/8/97,Eric Williams,torn ACL in right knee (out indefinitely)
3098,11/8/97,Fred Hoiberg,sprained right ankle (DNP)
3099,11/8/97,Tracy McGrady,sprained left ankle (DNP)
3100,11/8/97,Walt Williams,strained left groin (DNP)
3101,11/9/97,Bobby Hurley,strained left abductor (DNP)
3102,11/9/97,Michael Smith (John) (Providence),fractured right wrist (DNP)
3103,11/9/97,Corie Blount,sprained right ankle (left game)
3104,11/9/97,Kobe Bryant,sprained right ankle (DTD)
3105,11/10/97,Joe Dumars,strained left shoulder (DNP)
3106,11/10/97,Tracy McGrady,sprained left ankle (DNP)
3107,11/10/97,Carl Herrera,DNP
3108,11/11/97,Jamal Mashburn,sprained right ankle (DNP)
3109,11/11/97,Corie Blount,sprained right ankle (DNP)
3110,11/11/97,Kobe Bryant,sprained right ankle (DNP)
3111,11/12/97,Kevin Edwards,strained right groin (DNP)
3112,11/12/97,Tracy McGrady,sore left ankle (DNP)
3113,11/12/97,Cedric Ceballos,DNP
3114,11/12/97,Juwan Howard,lower back spasms (DNP)
3115,11/13/97,Tim Thomas,bruised tail bone (DNP)
3116,11/13/97,Gheorghe Muresan,had right ankle placed in cast (for next 6 weeks)
3117,11/13/97,Kobe Bryant,sprained right ankle (DNP)
3118,11/13/97,Chris Gatling,sprained ankle (DTD)
3119,11/13/97,Keith Van Horn,strained left ankle (DNP)
3120,11/13/97,Kerry Kittles,strained left groin (DNP)
3121,11/13/97,Kevin Edwards,strained right groin (DNP)
3122,11/13/97,Juwan Howard,lower back spasms (DNP)
3123,11/14/97,Chris Webber,back spasms (DTD)
3124,11/14/97,Bruce Bowen,broken nose (DTD)
3125,11/14/97,Ron Mercer,laceration above left eye
3126,11/14/97,Kobe Bryant,sprained right ankle (DNP)
3127,11/14/97,Anfernee Hardaway / Penny Hardaway,left knee tendinitis (DNP)
3128,11/14/97,Derek Harper,bruised right quadriceps (DNP)
3129,11/14/97,Rony Seikaly,strained neck muscle (DNP)
3130,11/14/97,Kurt Thomas,fractured right ankle
3131,11/15/97,Chris Webber,back spasms (DNP)
3132,11/15/97,Bruce Bowen,broken nose (DNP)
3133,11/15/97,Ron Mercer,laceration above left eye (DNP)
3134,11/15/97,Anthony Peeler,sore left knee (DNP)
3135,11/15/97,Bryant Reeves,sprained right ankle (DTD)
3136,11/15/97,Anfernee Hardaway / Penny Hardaway,left knee tendinitis (DNP)
3137,11/15/97,Derek Harper,bruised right quadriceps (DNP)
3138,11/15/97,Rony Seikaly,muscle strain (DNP)
3139,11/15/97,Kurt Thomas,fractured right ankle (DNP)
3140,11/15/97,Keith Van Horn,sprained right ankle (DNP)
3141,11/15/97,Kevin Edwards,strained right groin (DNP)
3142,11/15/97,Tony Battie,sprained right ankle (DNP)
3143,11/15/97,Grant Hill,flu (DNP)
3144,11/15/97,Juwan Howard,lower back spasms (DNP)
3145,11/16/97,Tyrone Hill,bruised right calf (DNP)
3146,11/16/97,Anthony Peeler,sore left knee (DNP)
3147,11/16/97,Bryant Reeves,sprained right ankle (DNP)
3148,11/16/97,Chris Gatling,sprained right ankle (DNP)
3149,11/16/97,Keith Van Horn,sprained right ankle (DNP)
3150,11/16/97,Kevin Edwards,strained right groin (DNP)
3151,11/17/97,Kurt Thomas,fractured right ankle (DNP)
3152,11/18/97,Chris Webber,lower back spasms (DNP)
3153,11/18/97,Bruce Bowen,broken nose (DNP)
3154,11/18/97,Anthony Peeler,sore left knee (DNP)
3155,11/18/97,Alan Henderson,sprained right ankle (DNP)
3156,11/18/97,Mahmoud Abdul-Rauf / Chris Jackson,sprained right big toe (DNP)
3157,11/18/97,Robert Horry,strained left hamstring (DNP)
3158,11/18/97,Anfernee Hardaway / Penny Hardaway,left knee tendinitis (DNP)
3159,11/18/97,Derek Harper,bruised right quadriceps (DNP)
3160,11/18/97,Kurt Thomas,fractured right ankle (DNP)
3161,11/18/97,Tony Battie,sprained left ankle (DTD)
3162,11/18/97,Marcus Camby,tendinitis in both knees (DNP)
3163,11/18/97,Charles Barkley,left groin strain (DNP)
3164,11/18/97,Eddie Johnson (Arnet),strained right calf (DNP)
3165,11/19/97,Derrick Coleman,irregular heartbeat (out 2 weeks)
3166,11/19/97,Chris Webber,lower back spasms (DNP)
3167,11/19/97,Anthony Peeler,sore left knee (DNP)
3168,11/19/97,Robert Horry,sprained left ankle (DNP)
3169,11/19/97,Anfernee Hardaway / Penny Hardaway,left knee tendinitis (DNP)
3170,11/19/97,Kevin Edwards,strained right groin (DNP)
3171,11/20/97,Alan Henderson,sprained right ankle (DNP)
3172,11/20/97,Steve Smith (Delano),lower back spasms (DNP)
3173,11/20/97,Greg Ostertag,respiratory infection (DNP)
3174,11/20/97,Kurt Thomas,fractured right ankle (DNP)
3175,11/20/97,Ronald Jones / Popeye Jones,sprained back / back spasms (DNP)
3176,11/20/97,Zan Tabak,hyperextended left knee (DNP)
3177,11/20/97,Charles Barkley,left groin strain (DNP)
3178,11/20/97,Eddie Johnson (Arnet),strained right calf (DNP)
3179,11/21/97,Loy Vaught,back spasms (DNP)
3180,11/21/97,Anthony Peeler,sore left knee (DNP)
3181,11/21/97,P.J. Brown,bronchitis (DNP)
3182,11/21/97,David Wesley,bruised knee (DNP)
3183,11/21/97,Shaquille O'Neal,abdominal strain (out for 7-10 days)
3184,11/21/97,Tony Battie,sprained right ankle (DNP)
3185,11/22/97,Alan Henderson,sprained right ankle (DNP)
3186,11/22/97,Steve Smith (Delano),back spasms (DNP)
3187,11/22/97,David Wesley,bruised knee (DNP)
3188,11/22/97,Chris Childs,bruised right hip (DNP)
3189,11/22/97,Anfernee Hardaway / Penny Hardaway,left knee tendinitis (DNP)
3190,11/22/97,Kurt Thomas,fractured right ankle (DNP)
3191,11/22/97,Bryant Stith,left ankle tendinitis (DNP)
3192,11/22/97,Ronald Jones / Popeye Jones,sprained back (DNP)
3193,11/22/97,Tracy McGrady,sore left arch (DNP)
3194,11/22/97,Walt Williams,strained left groin (DNP)
3195,11/22/97,Charles Barkley,left groin strain (DNP)
3196,11/22/97,Eddie Johnson (Arnet),strained left calf (DNP)
3197,11/22/97,Jerome Kersey,sprained left foot (DNP)
3198,11/23/97,Loy Vaught,strained lower back (DNP)
3199,11/23/97,Chris Childs,bruised right hip (DNP)
3200,11/23/97,Larry Johnson (Demetric),sprained right ankle (DTD)
3201,11/23/97,Shaquille O'Neal,abdominal strain (DNP)
3202,11/23/97,Gerald Wilkins,flu (DNP)
3203,11/23/97,Walt Williams,strained left groin (DNP)
3204,11/24/97,Gerald Wilkins,flu (DNP)
3205,11/24/97,Marcus Camby,tendinitis in both knees (DNP)
3206,11/24/97,Tracy McGrady,sore left arch (DNP)
3207,11/24/97,Walt Williams,strained left groin (DNP)
3208,11/24/97,Hakeem Olajuwon,arthroscopic surgery on left knee to remove damaged tissue (out 6-10 weeks)
3209,11/25/97,Shaquille O'Neal,abdominal strain (DNP)
3210,11/25/97,Tony Battie,sprained left ankle (DNP)
3211,11/25/97,Jerome Kersey,stress fracture in left foot (out 6-8 weeks)
3212,11/25/97,Brian Shaw,sprained neck (DNP)
3213,11/26/97,Loy Vaught,DNP
3214,11/26/97,Anthony Peeler,sore left knee (DNP)
3215,11/26/97,Alan Henderson,sprained right ankle (DNP)
3216,11/26/97,Shaquille O'Neal,abdominal strain (DNP)
3217,11/26/97,Horace Grant,strained left calf (DNP)
3218,11/26/97,Keith Van Horn,sprained right ankle (DNP)
3219,11/26/97,Marcus Camby,tendinitis in both knees (DNP)
3220,11/26/97,Walt Williams,strained left groin (DNP)
3221,11/26/97,Vinny Del Negro,sprained right ankle (DNP)
3222,11/28/97,Jermaine O'Neal,bruised left shoulder (DNP)
3223,11/28/97,Brevin Knight,bruised right shoulder (DNP)
3224,11/28/97,Brent Barry,bruised left calf (DNP)
3225,11/28/97,Loy Vaught,strained lower back (DNP)
3226,11/28/97,Anthony Peeler,sore left knee (DNP)
3227,11/28/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3228,11/28/97,Shaquille O'Neal,abdominal strain (DNP)
3229,11/28/97,Shawn Bradley,moderated calf muscle tear in left leg (out 2 weeks)
3230,11/28/97,Chris Gatling,sore right knee (left game)
3231,11/28/97,Keith Van Horn,sprained right ankle (DNP)
3232,11/28/97,Tony Battie,sprained left foot (DNP)
3233,11/28/97,Marcus Camby,tendinitis in both knees (DNP)
3234,11/28/97,Walt Williams,strained left groin (DNP)
3235,11/29/97,Harvey Grant,shin splints (DNP)
3236,11/29/97,Brevin Knight,bruised right shoulder (DNP)
3237,11/29/97,Travis Knight,bruised left thigh (DNP)
3238,11/29/97,Brent Barry,bruised lower left leg (DNP)
3239,11/29/97,Loy Vaught,strained lower back (DNP)
3240,11/29/97,Alan Henderson,sprained right ankle (DNP)
3241,11/29/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3242,11/29/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3243,11/30/97,Anthony Peeler,sprained right knee (DNP)
3244,11/30/97,Alan Henderson,sprained right ankle (DNP)
3245,11/30/97,Shaquille O'Neal,abdominal strain (DNP)
3246,11/30/97,Marcus Camby,tendinitis in both knees (DNP)
3247,11/30/97,Ronald Jones / Popeye Jones,injured left knee (DTD)
3248,11/30/97,Walt Williams,strained left groin (DNP)
3249,11/30/97,Jerome Kersey,stress fracture in left foot (DNP)
3250,12/1/97,Brent Price,back spasms (DTD)
3251,12/1/97,Mario Elie,bruised right wrist (DNP)
3252,12/2/97,Jermaine O'Neal,bruised left shoulder (DNP)
3253,12/2/97,Harvey Grant,shin splints (DNP)
3254,12/2/97,Alan Henderson,sprained right ankle (DNP)
3255,12/2/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3256,12/2/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3257,12/2/97,Tony Battie,sprained left ankle (DNP)
3258,12/2/97,Ronald Jones / Popeye Jones,torn ACL in left knee (out indefinitely)
3259,12/2/97,Brent Price,back spasms (DNP)
3260,12/2/97,Mario Elie,bruised right wrist (DNP)
3261,12/2/97,Rodrick Rhodes,flu (DNP)
3262,12/2/97,Kevin Johnson,right knee tendinitis (DNP)
3263,12/3/97,Voshon Lenard,sprained left ankle (DNP)
3264,12/3/97,Shaquille O'Neal,abdominal strain (DNP)
3265,12/3/97,Keith Van Horn,sprained right ankle (DTD)
3266,12/3/97,Carlos Rogers,injured back (DNP)
3267,12/3/97,Marcus Camby,tendinitis in both knees (DNP)
3268,12/3/97,Ronald Jones / Popeye Jones,torn ACL in left knee (DNP)
3269,12/3/97,Mario Elie,sore right wrist (left game)
3270,12/3/97,Kevin Johnson,right knee tendinitis (DNP)
3271,12/4/97,Brent Barry,bruised lower left leg (DNP)
3272,12/4/97,Alan Henderson,sprained right ankle (DNP)
3273,12/4/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3274,12/4/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3275,12/5/97,Shaquille O'Neal,abdominal strain (DNP)
3276,12/5/97,Anfernee Hardaway / Penny Hardaway,left knee tendinitis (DNP)
3277,12/6/97,Brent Barry,bruised lower left leg (DNP)
3278,12/6/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3279,12/6/97,Anfernee Hardaway / Penny Hardaway,left knee tendinitis (DNP)
3280,12/6/97,Rony Seikaly,sprained right foot (DNP)
3281,12/6/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3282,12/7/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3283,12/7/97,Shaquille O'Neal,abdominal strain (DNP)
3284,12/7/97,Carlos Rogers,strained back (DNP)
3285,12/7/97,Doug Christie,sprained left ankle (DTD)
3286,12/7/97,Walt Williams,mild consussion (DNP)
3287,12/7/97,Kevin Johnson,right knee tendinitis (DNP)
3288,12/8/97,Kenny Anderson,bruised left thigh (DNP)
3289,12/8/97,Shaquille O'Neal,abdominal strain (DNP)
3290,12/8/97,Nick Anderson,broken fourth metalcarpal in right hand
3291,12/9/97,Brian Grant,groin injury (DNP)
3292,12/9/97,Alan Henderson,sprained right ankle (DNP)
3293,12/9/97,Mahmoud Abdul-Rauf / Chris Jackson,tendinitis in both elbows (DNP)
3294,12/9/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3295,12/9/97,Chris Gatling,bruised right calf (DNP)
3296,12/9/97,Doug Christie,sprained left ankle (DNP)
3297,12/9/97,George McCloud,flu (DNP)
3298,12/9/97,Kevin Johnson,right knee tendinitis (DNP)
3299,12/9/97,Rex Chapman,strained left hamstring (DTD)
3300,12/9/97,Doug West,pulled left hamstring (DNP)
3301,12/10/97,Brian Grant,strained groin (DNP)
3302,12/10/97,Shaquille O'Neal,abdominal strain (DNP)
3303,12/10/97,Anfernee Hardaway / Penny Hardaway,arthroscopic surgery on left knee to repair small cartilage tear (out indefinitely)
3304,12/10/97,Chris Gatling,stress fracture in right leg (out 2-3 weeks)
3305,12/10/97,Bryant Stith,surgery on left ankle to remove bone spur
3306,12/10/97,Doug Christie,sprained left ankle (DNP)
3307,12/11/97,John Crotty,arthroscopic surgery on right knee (out 8-12 weeks)
3308,12/11/97,Alan Henderson,sprained right ankle (DNP)
3309,12/11/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3310,12/11/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3311,12/11/97,Chris Gatling,stress fracture in right leg (DNP)
3312,12/11/97,Rex Chapman,strained left hamstring (DNP)
3313,12/11/97,Doug West,pulled left hamstring (DNP)
3314,12/12/97,Terry Davis,sore Achilles tendon (DTD)
3315,12/12/97,Alan Henderson,sprained right ankle (DNP)
3316,12/12/97,Shaquille O'Neal,abdominal strain (DNP)
3317,12/12/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3318,12/12/97,Kevin Johnson,arthroscopic surgery on right knee to remove loose cartilage (out at least 6 weeks)
3319,12/13/97,Terry Davis,sore Achilles tendon (DNP)
3320,12/13/97,Larry Johnson (Demetric),sprained right ankle (DNP)
3321,12/13/97,Chris Gatling,stress fracture in right leg (DNP)
3322,12/13/97,Doug Christie,sprained left ankle (DNP)
3323,12/13/97,Rex Chapman,strained left hamstring (DNP)
3324,12/13/97,Doug West,pulled left hamstring (DNP)
3325,12/14/97,Alan Henderson,sprained right ankle (DNP)
3326,12/14/97,Mahmoud Abdul-Rauf / Chris Jackson,sprained right ankle (DNP)
3327,12/14/97,Shaquille O'Neal,abdominal strain (DNP)
3328,12/14/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3329,12/15/97,Luc Longley,sprained right foot (DNP)
3330,12/15/97,Alan Henderson,sprained right ankle (DNP)
3331,12/15/97,Rex Chapman,strained left hamstring (DNP)
3332,12/16/97,Brian Grant,strained groin (DNP)
3333,12/16/97,Otis Thorpe,strained patella pendon in left knee (DNP)
3334,12/16/97,Shaquille O'Neal,abdominal strain (DNP)
3335,12/16/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3336,12/16/97,Vinny Del Negro,strained right tricep tendon (DNP)
3337,12/16/97,Doug West,pulled left hamstring (DNP)
3338,12/17/97,Otis Thorpe,strained patella pendon in left knee (DNP)
3339,12/17/97,Shaquille O'Neal,abdominal strain (DNP)
3340,12/17/97,Xavier McDaniel,sore left knee (DTD)
3341,12/17/97,Vinny Del Negro,strained right tricep tendon (DNP)
3342,12/17/97,Doug West,pulled left hamstring (DNP)
3343,12/18/97,Mark Price,right foot tendinitis (DNP)
3344,12/18/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3345,12/19/97,Kelvin Cato,sprained left foot and ankle (DTD)
3346,12/19/97,Kenny Anderson,bruised left quadricep (DNP)
3347,12/19/97,Lee Mayberry,strained right thigh (DTD)
3348,12/19/97,Otis Thorpe,strained patella pendon in left knee (DNP)
3349,12/19/97,Shaquille O'Neal,abdominal strain (DNP)
3350,12/19/97,Rodrick Rhodes,strained left knee (DNP)
3351,12/20/97,Terry Davis,Achilles tendon injury (DNP)
3352,12/20/97,Mookie Blaylock,strained groin (DNP)
3353,12/20/97,Billy Owens,eye injury (DNP)
3354,12/20/97,Lawrence Funderburke,bruised right rotator cuff (DNP)
3355,12/20/97,Patrick Ewing Sr.,dislocated bone in right wrist (left game)
3356,12/20/97,Shaquille O'Neal,abdominal strain (DNP)
3357,12/20/97,Shawn Bradley,moderated calf muscle tear in left leg (DNP)
3358,12/20/97,Derrick McKey,sore right Achilles tendon (DNP)
3359,12/20/97,Brian Williams / Bison Dele,strained groin (left game)
3360,12/20/97,Vinny Del Negro,strained right tricep tendon (DNP)
3361,12/20/97,Donyell Marshall,sprained lower back (DTD)
3362,12/21/97,Otis Thorpe,strained patella pendon in left knee (DNP)
3363,12/21/97,Patrick Ewing Sr.,surgery on right wrist to repair dislocated bone (out for season)
3364,12/22/97,Terry Davis,Achilles tendon injury (DNP)
3365,12/22/97,Shaquille O'Neal,abdominal strain (DNP)
